Kenmerk,Onderwerp,Toelichting
ERP,[Itemcode verkooprelatie | management en autorisatie tool] Tabbladen voor itemcode verkooprelatie zijn niet zichtbaar in autorisatie- en management tool.,"Probleembeschrijving: Ik zie in de autorisatie- én de management tool tabbladen niet terug welke in dit help artikel staan: https://help.afas.nl/help/NL/SE/Sales_Item_Custmr.htm?query=itemcode%20verkooprelatie Graag zou ik voor een verkooprelatie een itemcode aanmaken, maar ben al even aan het zoeken waar. Aanvullende details: - Kun je precies aangeven welke tabbladen je mist in de autorisatie- en management tool? - Ordermanagement / Verkoop / Itemcode verkooprelatie of naar Projecten / Item / Itemcode verkooprelatie of via de eigenschappen van de verkooprelatie, naar het tabblad Items of via de eigenschappen van het artikel, naar het tabblad Verkooprelaties. - Heb je gecontroleerd of je de juiste rechten hebt om deze tabbladen te zien? - Ja - Kun je beschrijven welke stappen je hebt gevolgd om bij de tabbladen te komen? - In de autorisatie tool en de management tool gezocht onder de verkooprelatie, item, project. Kan de tabbladen niet vinden."
HRM,"Weken 1 t/m 6 worden altijd getoond bij werkrooster onboarden, ook als het aantal weken kleiner is dan 6","Probleembeschrijving: Hoe kan ik week 3 t/m 6 verbergen in het rooster van het onboardingsprofiel? De cyclus wil ik eigenlijk ook alleen tonen wanneer er wisselende weken gekozen wordt. Dit is verwarrend. Kan je me op weghelpen? Als het Aanvullende details: - Welke stappen doorloop je precies om het rooster aan te passen? - Ik zit in het profiel - Wat is de gewenste situatie voor het tonen van de cyclus in relatie tot wisselende weken? - Weken 3 tm 6 doen we niet aan, die moet niet zichtbaar zijn. En cyclus moet alleen getoond worden als de medewerker wisselende weken gaat werken. - Kun je meer details geven over hoe week 3 t/m 6 momenteel worden weergegeven en waarom dit verwarrend is? - Zie printscreen, we gebruiken geen week 3tm6. Ik wil ze ook niet tonen."
ERP,"[Wens I Prijslijst I Alle I Weergave] Lijst maken met prijzen per artikel in AFas ordermanagement lukt niet, niet alle prijslijsten zichtbaar.","Probleembeschrijving: Goedemiddag, ik wil een lijst maken waarin ik alle prijzen per artikel naast elkaar heb staan. art.nr-omschrijving- verrekenprijs-verkoopprijs-prijs prijslijst 50-prijs prijslijst 100- prijs pr........... Het lukt mij echter niet deze lijst te maken, kunnen jullie me hiermee op weg helpen? Met vriendelijk groet, Claudia Aanvullende details: - Welke stappen doorloop je precies om de lijst te maken? - Ik heb een lijst van mijn voorganger die ik probeer aan te passen. - Welke software of module gebruik je hiervoor? - AFas ordermanagement - Wat gebeurt er precies wanneer je probeert de lijst te maken? - Ik wil graag kunnen selecteren/filteren bovenin het overzicht. Daar zou ik graag alle prijslijsten willen en artikelgroepen. Ik krijg echter niet alle prijslijsten/prijzen te zien en kan deze ook niet met een filter toevoegen."
HRM,[Transitievergoeding] Hoe voeg je op de juiste manier een transitievergoeding toe?,"Probleembeschrijving: Transitievergoeding toevoegen - lukt niet Hi, Ik heb vandaag geprobeerd om een transitievergoeding toe te voegen als een looncomponent, de looncomponent bestaat, maar wanneer ik heb invul wordt hij niet weergegeven in de pro forma loonstrook. Ook niet wanneer in de salarisverwerking doorvoer. Zie foto 1 & 2 Mijn tweede poging was om het via 'uit dienst melden werknemer' te proberen. De weergave functie is geblokkeerd.. Ik weet niet waarom ik deze wizzard niet kan gebruiken. Kan je me helpen met een oplossing om een transitievergoeding toe te voegen? We hebben het transitie bedrag al zelf uitgerekend Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen bij het toevoegen van de transitievergoeding als looncomponent? - Zie foto - Wat is het stamnummer van het looncomponent dat je hebt gebruikt? - 4155 > want wij hadden al een specifiek tarief die we willen geven als vergoeding - Kun je bevestigen of de looncomponent correct is geconfigureerd en gekoppeld aan de juiste CAO? - Ja juiste CAO 0000"
HRM,[Aanvullend geboorteverlof][Inrichting] Aanvullend geboorteverlof - uitkering wordt vanuit UWV aan medewerker uitbetaald,"Probleembeschrijving: In Afas voer ik het geboorteverlof (100% doorbetaling werkgever) en het aanvullend geboorteverlof in. Nu is het binnen ons bedrijf zo dat het aanvullend geboorteverlof door het UWV aan de medewerker wordt betaald. De vraag is of dat nu ook zo binnen Afas op die manier is ingeregeld? Het aanvullend geboorteverlof moet dan als onbetaald verlof worden gezien. Klopt dat ook? Gr. Linda Gardenier Aanvullende details: - Hoe is het aanvullend geboorteverlof momenteel in AFAS ingeregeld? - Geen idee - Kun je aangeven of er specifieke instellingen zijn toegepast voor het geboorteverlof en aanvullend geboorteverlof? - Geen idee - Wat is de gewenste situatie binnen AFAS voor het aanvullend geboorteverlof? - Als ik aanvullende geboorteverlof aanvraag bij het UWV, dan is het nu zo dat ik zorg dat de 70% doorbetaling rechtstreeks aan de medewerker wordt overgemaakt vanuit het UWV. De 70% wordt dus niet door werkgever doorbetaald."
HRM,Geen aantal uren zichtbaar in LC 26921 bij analyse KA_Medewerker journaalpost per kostenplaats 1.,Probleembeschrijving: Waarom zie ik geen aantal uren in LC 26921 bij het opvragen van een analyse terwijl ik het aantal wel ziet staan in het 3 vakkenscherm in het salarisverwerkingsplan bij dit looncomponent. Aanvullende details: - Kun je aangeven welke analyse je precies opvraagt? - KA_Medewerker journaalpost per LC per kostenplaats 1 - Kun je bevestigen of het stamnummer van het looncomponent 26921 correct is? - 26921 heeft geen stamnummer - Kun je aangeven of er specifieke filters of instellingen zijn toegepast in de analyse? - Er is alleen een filter op jaar om de gegevensverzameling niet te groot te maken.
ERP,[ABN ARMO] [API koppeling] Probleem bij ophalen bankafschriften en transactiecodes na uitbreiding bankkoppeling. Bankafschriftnummer wordt niet gevuld en transactiescodes werken niet.,"Probleembeschrijving: Bij het ophalen van de bankafschriften vandaag blijft hij laden, bij het (hard)uitloggen en weer inloggen lukt het uiteindelijk wel. en sinds vandaag wordt het bankafschrift nummer niet meer opgehaald (van het bankafschrift van gister) ook pakt hij de eerder gemaakte transactie codes bank niet meer Aanvullende details: - Sinds wanneer speelt dit probleem? - vandaag - Wat is er sinds gisteren veranderd in de omgeving of instellingen? - bankkoppeling is uitgebreid - Kun je een printscreen toevoegen van de bankintegratiechecklist? - nee"
HRM,[Sollicitanten] Geen autorisatie op sollicitant / vacature via selectie,"Probleembeschrijving: Probleem met selectie voor verantwoordelijke op vacature Bij het instellen van vacatures waarbij alle leidinggevenden als verantwoordelijke moeten worden aangemerkt, gebruiken we een selectiecriterium: alle medewerkers die niet op laag 9 zitten. De selectie is correct aangemaakt en de voorbeeldgegevensverzameling toont de juiste personen. De selectie is vervolgens gekoppeld aan de vacature, maar toch krijgen deze personen geen autorisatie. Wanneer ik een leidinggevende handmatig toevoeg als verantwoordelijke bij de vacature, werkt de autorisatie wél zoals verwacht. Dit suggereert dat de selectie op de vacature niet goed wordt verwerkt. Wat vergeet ik hier? We hebben ook actuele gegevens vernieuwd, actualiseren selectie, nachtje gewacht voor wat overnight magic, maar helaas niet het gewenste effect. Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen bij het koppelen van de selectie aan de vacature? - Selectie aangemaakt voor alle medewerkers niet op laag 9 – toont correct in voorbeeldgegevens. Selectie gekoppeld aan vacature, maar geen autorisatie bij betrokkenen. Handmatig toevoegen werkt wél, dus selectie lijkt niet goed verwerkt te worden. Actuele gegevens en selectie geactualiseerd. Nachtje gewacht voor eventuele verwerking. Informatie op help.afas.nl geraadpleegd, zonder oplossing. - Hebben alle betrokken medewerkers dezelfde autorisatie-instellingen in hun profiel, en zijn deze correct geconfigureerd voor dit proces? - Zijn allemaal managers - Is er een specifieke foutmelding of afwijkend gedrag zichtbaar wanneer de gekoppelde selectie niet werkt zoals verwacht? - Niet geautoriseerd melding op InSite wat te verwachten valt want de vacature is niet geautoriseerd."
HRM,"[Pensioenaangifte] Aangiften zijn onverwerkbaar door foutief aansluitnummer; melding: ""Er zijn geen gegevens gevonden voor deze werkgever/jaar/periode.""","1. Probleembeschrijving: 1. Voor gemeente Weert (werkgever ‘munttheater’) zijn de APG aangiften onverwerkbaar door een foutief aansluitnummer en leveranciersnummer. Het klopt dat deze nummers in eerste aanlevering foutief waren. Om die reden is er een correctieperiode aangemaakt en geaccordeerd om de juiste instellingen op te pikken. Dit wordt echter niet meegenomen in de controle van de regels; het oude aansluitnummer blijft aangeroepen. Kortom, de aangiften zijn afgekeurd. Herstellen met het correctie aansluitnummer is niet mogelijk. Aanvullende details: - _Kun je aangeven of het aansluitnummer en leveranciersnummer correct zijn aangepast in de instellingen van de werkgever?_ - ja - _Kun je bevestigen dat er gegevens beschikbaar zijn voor deze werkgever, jaar en periode die verwerkt moeten worden?_ - ja - _Heb je geprobeerd om een nieuwe aangifte aan te maken na het aanpassen van de instellingen, en zo ja, wat was het resultaat?_ - Melding Er zijn geen gegevens gevonden voor deze werkgever/jaar/periode."
HRM,[managementtool][vrije velden][zichtbaarheid in Profit] Velden in tabblad cursus zijn niet zichtbaar in Profit,"Probleembeschrijving: Velden in tabblad profit niet zichtbaar Onder dossieritem opleiding en ontwikkeling hebben wij een tab aangemaakt, genaamd cursus. Nu zijn de velden in Insite zichtbaar maar als je het dossieritem raadpleegd via profit is het tabje cursus wel beschikbaar, maar zijn de velden er niet terug te vinden. Terwijl dit wel is ingeregeld via de managementtool. Ook staat de autorisatie op onderhouden. Tabje is dus ook zichtbaar maar de velden niet. Weten jullie wat er mis gaat? Aanvullende details: - Kun je aangeven welke velden specifiek niet zichtbaar zijn in Profit? - Dossieritem opleiding en ontwikkeling en dan onder het tabje cursus - Zijn de velden correct gekoppeld aan het tabblad 'Cursus' in de managementtool? - Ja, zie afbeelding - Kun je bevestigen dat de autorisatie voor de betreffende gebruikers correct is ingesteld? - Ja, zie afbeelding"
HRM,[Weergave] Einddatum contract is niet leeg | wordt gevuld met waarde vorige contract,
HRM,[Weergave] Einddatum contract is niet leeg | wordt gevuld met waarde vorige contract,
ERP,"Hoe richt ik in dat een gebruiker via InSite niet via het reactie onderdeel een reactie kan toevoegen, maar dat dit altijd via de workflowactie moet?","Probleembeschrijving: In de workflow AFAS Beheertaak heb ik de reactie geven verplicht gemaakt op InSite bij de knop Afhandelen. Als ik nu klik op de knop afhandelen springt het scherm direct weg en is hij afgehandeld, zonder dat ik de verplichte reactie hoef in te vullen. Dit heb ik in andere workflows anders gezien; dan popt het scherm op voor het invoeren van een afhandeling. Nu ben ik dus verplicht om het 'wolkje' achter de tekst Afhandelen te klikken om de verplichte reactie te geven. Hoe kan dit? Ben ik iets vergeten in de inrichting of is dit een bug? Aanvullende details: - Kun je precies aangeven welke instellingen je hebt aangepast in de workflow AFAS Beheertaak om de reactie verplicht te maken? - Bij de Afhandelen knop heb ik aan de rechterzijde bij Opties, Reactie geven op Verplicht in InSite gezet. - Sinds wanneer speelt dit probleem en werkte het eerder zoals verwacht? - Heeft eerder in deze workflow nog niet zo gewerkt, dit was namelijk nog niet ingesteld en wilde ik nu dus instellen. - Heb je gecontroleerd of er specifieke verschillen zijn tussen deze workflow en andere workflows waar het wel correct werkt, bijvoorbeeld in configuratie of instellingen? - Wel gekeken, maar kreeg het zo snel niet gevonden."
ERP,"[Blokkeringen] Functie 'herb. cumulatieven' opent niet meer na administratie-update, alleen herbereken activa werkt.",Probleembeschrijving: elke maand na het bijwerken van de administratie kies ik voor de optie herb. cumulatieven om alles weer even te laten herrekenen. vooral voor de debiteuren is dit af en toe nodig. echter opent het systeem deze functies niet meer. alleen het herbereken activa. kunnen jullie helpen. Aanvullende details: - Waar loop je precies tegenaan? Kun je beschrijven wat er gebeurt als je de functie 'herb. cumulatieven' probeert te openen? - er gebeurd niks - Sinds wanneer speelt dit probleem? - paar maanden - Tot wanneer werkte deze functie nog wel? Is er sindsdien iets gewijzigd of aangepast? - januari denk. het liep toen een paar keer vast met herrekenen.
HRM,[Beoordelen Adreswijziging] Kan de waarde van de parameter niet opslaan; overlapt met een andere parameterwaarde,"Probleembeschrijving: We hebben een workflow adreswijziging. deze was automatisch goedkeuren, maar omdat de regeling is aangepast per 1-4-2025, gaat de workflow naar de psa en na goedkeuring wordt de adreswijziging doorgevoerd. Echter zien we nu na aanpassing workflow dat van de ongeveer 30-50 adreswijzigingen na live gang er 4 terug worden gezet bij de psa ter goedkeuring en de rest niet. Waarom is dat kunnen we de workflow aanpassen of moeten we altijd een nieuwe workflow maken en die aan het profiel koppelen? Aanvullende details: - Kun je precies aangeven welke stappen zijn doorlopen bij het aanpassen van de workflow? - laatste stap gewijzigd van automatisch goedkeuren naar goedkeuren taak salarisadministratie - Speelt dit probleem consistent bij dezelfde adreswijzigingen of is er een patroon te herkennen? - we dachten iets gevonden te hebben, bij het 2 keer indienen van een adreswijziging maar dat is niet bij alle 4 het geval - Wat is de exacte foutmelding die wordt weergegeven, inclusief alle details? - Kan de waarde van de parameter niet opslaan. De parameter waarde overlapt met een andere parameter waarde. Pas de begin- en/of einddatum aan."
